SKU,SAP PRODUCT DESC EN,SAP PRODUCT DESC FR,SKU STATUS,CATEGORY,SUB CATEGORY,CLASS,BRAND,DEVICE OEM,DEVICE,COLOUR,VENDOR,PART NUMBER,UPC,CURRENCY,ORIGINAL MSRP,CURRENT MSRP
NBTD1219,SAMSUNG SIV BATTERY DOOR BLACK,SAMSUNG SIV PORT DE PILE NOIR,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Samsung,Samsung,Galaxy Note 4,Black,SAMSUNG ELECTRONICS CANADA,EB-CI950SBUBCA,6.29018E+11,CAD,$29.99,$29.99
NBTD1220,BLACKBERRY Q10 BATTERY DOOR BLACK,BLACKBERRY Q10 PORT DE PILE NOIR,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Blackberry,Universal,Universal,Black,BLACKBERRY,ASY-53213-001,6.29018E+11,USD,$39.99,$39.99
NBTD1221,BLACKBERRY Q10 BATTERY DOOR WHITE,BLACKBERRY Q10 PORT DE PILE BLANC,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Blackberry,Universal,Universal,Black,BLACKBERRY,ASY-53335-002,6.29018E+11,USD,$39.99,$39.99
NBTD1222,NOKIA LUMIA 520 BATTERY DOOR BLACK,NOKIA LUMIA 520 PORT DE PILE NOIR,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Nokia,Universal,Universal,Black,NOKIA,CC-3068,6.29018E+11,USD,$9.99,$9.99
NBTD1223,SAMSUNG GALAXY S III BATTERY DOOR BLACK,SAMSUNG GALAXY S III PORT DE PILE NOIR,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Samsung,Universal,Universal,Black,SAMSUNG ELECTRONICS CANADA,GH98-24255E,6.29018E+11,USD,$19.99,$19.99
NBTD1225,SAMSUNG MEGA BATTERY DOOR BLACK,SAMSUNG MEGA PORTE DE PILE NOIR,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Samsung,Universal,Universal,Black,SAMSUNG ELECTRONICS CANADA,EB-CI920SBUBCA,6.29018E+11,USD,$19.99,$19.99
NBTD1226,NOKIA LUMIA 625 BATTERY DOOR BLACK,NOKIA LUMIA 625 PORT DE PILE NOIR,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Nokia,Universal,Universal,Black,NOKIA,CC-3071,6.29018E+11,USD,$14.99,$14.99
NBTD1227,BLACKBERRY Z30 BATTERY DOOR BLACK,BLACKBERRY Z30 PORT DE PILE NOIR,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Blackberry,Universal,Universal,Black,BLACKBERRY,ASY-53961-001,6.29018E+11,USD,$29.99,$29.99
NBTD1228,SAMSUNG GLXY S4 MINI BATTERY DOOR BLK,SAMSUNG S4 MINI PORTE DE PILE NOIR,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Samsung,Universal,Universal,Black,SAMSUNG ELECTRONICS CANADA,EB-CI919SBUBCA,6.29018E+11,USD,$19.99,$19.99
NBTD1229,MOTO G PORT DE PILE NOIR,MOTO G PORT DE PILE NOIR,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Motorola,Universal,Universal,Black,MOTOROLA,SJHN1045A,6.29018E+11,CAD,$14.99,$14.99
NBTD1230,NOTE 3 BATTERY DOOR BLACK,NOTE 3 PORT DE PILE NOIR,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Samsung,Universal,Universal,Black,SAMSUNG ELECTRONICS CANADA,EB-CI919SBUBCA,6.29018E+11,CAD,$19.99,$19.99
NBTD1231,HUAWEI Y210 BATTERY DOOR BLACK,HUAWEI Y210 PORT DE PILE NOIR,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Huawei,Universal,Universal,Black,HUAWEI,51660ARJ,6.29018E+11,CAD,$4.99,$4.99
NBTD1232,NOTE 3 BATTERY DOOR WHITE,NOTE 3 PORT DE PILE BLANC,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Samsung,Universal,Universal,White,SAMSUNG ELECTRONICS CANADA,EB-CN900SWUBCA,6.29018E+11,CAD,$19.99,$19.99
NBTD1234,SAMSUNG GS5 BATTERY DOOR BLACK,SAMSUNG GS5 PORT DE PILE NOIR,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Samsung,Universal,Universal,Black,SAMSUNG ELECTRONICS CANADA,EF-OG900SBUBCA,6.29018E+11,CAD,$19.99,$19.99
NBTD1235,SAMSUNG GS5 BATTERY DOOR WHITE,SAMSUNG GS5 PORT DE PILE BLANC,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Samsung,Universal,Universal,White,SAMSUNG ELECTRONICS CANADA,EF-OG900SWUBCA,6.29018E+11,CAD,$19.99,$19.99
NBTD1236,SAMSUNG GS4 MINI BATTERY DOOR WHITE,SAMSUNG GS4 MINI PORT DE PILE BLANC,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Samsung,Universal,Universal,White,SAMSUNG ELECTRONICS CANADA,EB-CI919SWUBCA,6.29018E+11,CAD,$19.99,$19.99
NBTD1237,ALCATEL A392A BATTERY DOOR BLACK,ALCATEL A392A PORTE DE PILE NOIR,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Alcatel,Alcatel,A392A,Black,ALCATEL ONE TOUCH,BCJ3310A11C0,6.29018E+11,CAD,$9.99,$9.99
NBTD1240,BLACKBERRY SIM/SD DOOR BLACK PASSPORT,BLACKBERRY PORTE DE PILE NOIR PASSPORT,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Blackberry,Blackberry,Blackberry,Black,BLACKBERRY,ASY-60064-003,6.29018E+11,USD,$19.99,$19.99
NBTD1241,HUAWEI Y330 BATTERY DOOR BLACK,HUAWEI Y330 PORT DE PILE NOIR,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Huawei,Universal,Universal,Black,HUAWEI,51660FXR,6.29018E+11,USD,$4.99,$4.99
NBTD1242,SAMSUNG GALAXY NOTE 4 BATTERY DOOR BLACK,SAMSUNG GALAXY NOTE 4 PORTE DE PILE NOIR,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Samsung,Samsung,Galaxy Note 4,Black,SAMSUNG ELECTRONICS CANADA,EF-ON910SCEGCA,6.29018E+11,CAD,$19.99,$19.99
NBTD1243,SAMSUNG GALAXY NOTE 4 BATTERY DOOR WHITE,SAMSUNG GALAXY NOTE 4 PORTE DE PILE BLAN,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Samsung,Samsung,Galaxy Note 4,White,SAMSUNG ELECTRONICS CANADA,EF-ON910SWEGCA,6.29018E+11,CAD,$19.99,$19.99
NBTD1244,HTC DESIRE 510 BATTERY DOOR,HTC DESIRE 510 PORTE DE PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,HTC,Universal,Universal,N/A,HIGH TECH COMPUTER CORP,74H02758-00M,8.21793E+11,CAD,$44.99,$44.99
NBTD1245,NOKIA LUMIA 830 PORTE DE PILE NOIR,NOKIA LUMIA 830 PORTE DE PILE NOIR,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Nokia,Universal,Universal,Black,NOKIA,02507M0,6.29018E+11,CAD,$14.99,$14.99
NBTD1249,ALCATEL POP ICON BATTERY DOOR,ALCATEL POP ICON PORTE DE PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,Alcatel,Alcatel,Pop ,N/A,ALCATEL ONE TOUCH,BCJ1971A32C0,6.29018E+11,CAD,$9.99,$9.99
NBTD1250,LG G3 BATTERY DOOR,LG G3 Porte to Pille,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,LG,Universal,Universal,N/A,LG ELECTRONICS CANADA INC,ACQ87133322,6.29018E+11,CAD,$44.99,$44.99
NBTD1250B,LG G3 BATTERY DOOR BULK,LG G3 Porte to Pille BULK,ND,08 - TELUS Non-Accessories,Replacement Part,Battery door,LG,LG,G3,N/A,LG ELECTRONICS CANADA INC,ACQ87133322,,CAD, - , - 
NBTDZTEMF279BK,ZTE MF279 HUB REPLACEMENT BACK COVER,ZTE MF279 HUB REPLACEMENT BACK COVER,ZD,08 - TELUS Non-Accessories,Replacement Part,Battery door,ZTE,ZTE,Hub,,ZTE,80401307140,6.29E+11,CAD,,
NBTDZTEMF288BK,ZTE MF288 HUB REPLACEMENT BACK COVER,ZTE MF288 HUB REPLACEMENT BACK COVER,ZD,08 - TELUS Non-Accessories,Replacement Part,Battery door,ZTE,ZTE,Hub,,ZTE,8.05E+11,6.29E+11,CAD,,
NBTS1008,HTC DESIRE OEM STANDARD BATTERY,HTC DESIRE OEM PILE STANDARD,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,HTC,Universal,Universal,N/A,HIGH TECH COMPUTER CORP,,,USD,$14.99,$14.99
NBTS1033,STANDARD BATTERY F/RIM 8530/9300,PILE STANDARD P/RIM 8530/9300,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Blackberry,Universal,Universal,N/A,BLACKBERRY,BAT-06860-009,8.43163E+11,USD,$19.99,$19.99
NBTS1046,BATTERY STANDARD BLACK F/ LG 8600,PILE STANDARD NOIRE P/ LG 8600,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,LG,Universal,Universal,Black,LG ELECTRONICS CANADA INC,0,6.29018E+11,USD,$24.99,$24.99
NBTS1050,STANDARD BATTERY FOR RIM 8830,PILE STANDARD POUR RIM 8830,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Blackberry,Universal,Universal,N/A,BLACKBERRY,BAT-11005-001,,USD,$19.99,$19.99
NBTS1071,LG 9700 OEM STANDARD BATTERY,LG 9700 OEM PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,LG,Universal,Universal,N/A,LG ELECTRONICS CANADA INC,SBPL0095402,6.29018E+11,USD,$24.99,$24.99
NBTS1083,BATTERY STANDARD LG 7100 OEM,PILE STANDARD LG 7100 OEM,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,LG,Universal,Universal,N/A,LG ELECTRONICS CANADA INC,SBPL0085608,6.29018E+11,USD,$24.99,$24.99
NBTS1087,BATTERY STANDARD MS 1 OEM F/RIM 9700,PILE STANDARD MS 1 OEM P/RIM 9700,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Blackberry,Universal,Universal,N/A,BLACKBERRY,BAT-14392-001,8.43163E+11,USD,$24.99,$24.99
NBTS1095,BLACKBERRY 9100 PEARL 9670 FM-1 BATTERY,BLACKBERRY 9100 PEARL 9670 FM-1 PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Blackberry,Universal,Universal,Black,BLACKBERRY,0,,USD,$19.99,$19.99
NBTS1096,LG OPTIMUS ONE BATTERY OEM,LG OPTIMUS ONE PILE OEM,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,LG,Universal,Universal,N/A,LG ELECTRONICS CANADA INC,SBPL0102301,6.29018E+11,USD,$24.99,$24.99
NBTS1107,SAMSUNG NEXUS S BATTERY,SAMSUNG NEXUS S PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Universal,Universal,N/A,SAMSUNG ELECTRONICS CANADA,AB653850CABSTD,6.29018E+11,USD,$49.99,$49.99
NBTS1108,SAMSUNG RUGBY II RUGBY III IV BATTERY,SAMSUNG RUGBY II AND RUGBY III IV PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Universal,Universal,N/A,SAMSUNG ELECTRONICS CANADA,AB663450BABSTD,6.29018E+11,CAD,$49.99,$49.99
NBTS1110,HTC DESIRE HD BATTERY,HTC DESIRE HD PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,HTC,Universal,Universal,N/A,HIGH TECH COMPUTER CORP,35H00141-03M,6.29018E+11,USD,$69.99,$69.99
NBTS1114,BLACKBERRY CURVE 9360 BATTERY OEM,BLACKBERRY CURVE 9360 PILE OEM,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Blackberry,Universal,Universal,Black,BLACKBERRY,BAT-34413-003,8.43163E+11,USD,$49.99,$49.99
NBTS1116,LG OPTIMUS BLACK STANDARD BATTERY,LG OPTIMUS BLACK PILE STANDARD,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,LG,Universal,Universal,Black,LG ELECTRONICS CANADA INC,EAC61679601,6.29018E+11,USD,$29.99,$29.99
NBTS1117,LG OPTIMUS CHAT STANDARD BATTERY,LG OPTIMUS CHAT PILE STANDARD,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,LG,Universal,Universal,N/A,LG ELECTRONICS CANADA INC,EAC61699411,6.29018E+11,USD,$69.99,$69.99
NBTS1118,BLACKBERRY OEM BATTERY JM1,BLACKBERRY OEM PILE JM1,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Blackberry,Blackberry,JM1,Black,BLACKBERRY,ASY-30615-001 - NEW BAT-30615-006,8.43163E+11,CAD,$49.99,$49.99
NBTS1119,HTC AMAZE 4G BATTERY OEM,HTC AMAZE 4G PILE OEM,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,HTC,Universal,Universal,N/A,HIGH TECH COMPUTER CORP,35H00166-02M,6.29018E+11,USD,$69.99,$69.99
NBTS1120,4G SAMSUNG GALAXY S II X BATTERY OEM,4G SAMSUNG GALAXY S II PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Universal,Universal,N/A,SAMSUNG ELECTRONICS CANADA,EB-L1D7IBABSTD,6.29018E+11,USD,$49.99,$49.99
NBTS1121,SAMSUNG GALAXY ACE BATTERY OEM,SAMSUNG GALAXY ACE PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Universal,Universal,N/A,SAMSUNG ELECTRONICS CANADA,EB494358VUBSTD,6.29018E+11,CAD,$49.99,$49.99
NBTS1123,SAMSUNG GALAXY NOTE OEM BATTERY,SAMSUNG GALAXY NOTE PORTE DE PILE OEM,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Universal,Universal,N/A,SAMSUNG ELECTRONICS CANADA,EB615268VUCCAN,6.29018E+11,CAD,$39.99,$39.99
NBTS1124,LG OPTIMUS LTE OEM LI ION BATTERY BL49KH,LG OPTIMUS LTE PILE OEM  BL49KH,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,LG,Universal,Universal,N/A,LG ELECTRONICS CANADA INC,EAC61678802,6.29018E+11,USD,$69.99,$69.99
NBTS1125,SAMSUNG GALAXY NEXUS BATTERY OEM,SAMSUNG GALAXY NEXUS PILE OEM,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Universal,Universal,N/A,SAMSUNG ELECTRONICS CANADA,EB-L1F2HVUBSTD,6.29018E+11,USD,$49.99,$49.99
NBTS1126,LG A341 BATTERY,LG A341 PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,LG,Universal,Universal,N/A,LG ELECTRONICS CANADA INC,EAC61778401.ASTG,6.29018E+11,CAD,$69.99,$69.99
NBTS1127,HUAWEI E587 LI-ION BATTERY,HUAWEI E5836 PILE OEM,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Huawei,Universal,Universal,N/A,HUAWEI,24020923,6.29018E+11,USD,$44.99,$44.99
NBTS1128,RIM OEM BATTERY J S1 9320,RIM OEM PILE J S1 9320,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Blackberry,Blackberry,J S1,N/A,BLACKBERRY,ACC-46738-101,8.43163E+11,CAD,$49.99,$49.99
NBTS1129,SAMSUNG GALAXY S III BATTERY,SAMSUNG GALAXY S III PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Samsung,Galaxy S3,N/A,SAMSUNG ELECTRONICS CANADA,EB-L1G6LLACCAN,6.29018E+11,CAD,$39.99,$39.99
NBTS1131,NOKIA BATTERY BP 3L LUMIA 610,NOKIA PILE BP 3L LUMIA 610,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Nokia,Universal,Universal,N/A,NOKIA,670635,6.29018E+11,USD,$19.99,$19.99
NBTS1132,BATTERY FOR SAMSUNG GALAXY ACE Q,PILE POUR SAMSUNG GALAXY ACE Q,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Samsung,Galaxy Ace Q,N/A,SAMSUNG ELECTRONICS CANADA,EB464358VABXAR,6.29018E+11,CAD,$29.99,$29.99
NBTS1133,SAMSUNG BATTERY GALAXY NOTE 2,SAMSUNG PILE GALAXY NOTE 2,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Universal,Universal,N/A,SAMSUNG ELECTRONICS CANADA,EB595675LUCCAN,6.29018E+11,CAD,$39.99,$39.99
NBTS1134,SAMSUNG BATTERY GALAXY ACE II,SAMSUNG PILE GALAXY ACE II,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Samsung,Galaxy Ace II,N/A,SAMSUNG ELECTRONICS CANADA,EB425161LUCCAN,6.29018E+11,CAD,$39.99,$39.99
NBTS1135,BATTERY SAMSUNG ATIV S,PILE SS ATIV S,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Universal,Universal,N/A,SAMSUNG ELECTRONICS CANADA,GH43-03762B,6.29018E+11,USD,$69.99,$69.99
NBTS1136,SAMSUNG BATTERY GALAXY RUGBY LTE,SAMSUNG PILE GALAXY RUGBY LTE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Universal,Universal,N/A,SAMSUNG ELECTRONICS CANADA,EB-L1D7IBABSTD,6.29018E+11,CAD,$39.99,$39.99
NBTS1139,RIM OEM L S1 BATTERY Z10,RIM OEM L S1 BATTERIE Z10,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Blackberry,Universal,Universal,N/A,BLACKBERRY,ACC-51546-101,8.02976E+11,CAD,$34.99,$34.99
NBTS1140,BATTERY SAMSUNG DISCOVER,PILE SAMSUNG DISCOVER,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Samsung,Discover,N/A,SAMSUNG ELECTRONICS CANADA,GH43-03685A,6.29018E+11,CAD,$39.99,$39.99
NBTS1141,NOKIA LUMIA 620 BATTERY,NOKIA LUMIA 620 PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Nokia,Universal,Universal,N/A,NOKIA,BL-4J,6.29018E+11,CAD,$19.99,$19.99
NBTS1142,RIM OEM BATTERY Q10,RIM OEM PILE Q10,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Blackberry,Universal,Universal,N/A,BLACKBERRY,ACC-53785-101,8.02976E+11,CAD,$34.99,$34.99
NBTS1143,SAMSUNG SIV BATTERY,SAMSUNG SIV PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Universal,Universal,N/A,SAMSUNG ELECTRONICS CANADA,EB-B600BUBECCA,6.29018E+11,CAD,$39.99,$39.99
NBTS1144,NOKIA LUMIA 520 BATTERY,NOKIA LUMIA 520 PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Nokia,Universal,Universal,N/A,MICROSOFT MOBILE CANADA INC,BL-5J,6.29018E+11,CAD,$19.99,$19.99
NBTS1145,I460 FAIRHALL BATTERY,I460 FAIRHALL BATTERY,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Unsure or N/A,Universal,Universal,,N/A,0,-,0,$44.99,$44.99
NBTS1146,SAMSUNG MEGA BATTERY,SAMSUNG MEGA PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Universal,Universal,N/A,SAMSUNG ELECTRONICS CANADA,EB-B700BUBECCA,6.29018E+11,USD,$39.99,$39.99
NBTS1147,SAMSUNG GLXY S4 MINI BATTERY,SAMSUNG GLXY S4 MINI PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Samsung,Galaxy S4 Mini,N/A,SAMSUNG ELECTRONICS CANADA,EB-B500BEBECCA,6.29018E+11,CAD,$39.99,$39.99
NBTS1148,NOTE 3 BATTERY,NOTE 3 PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Universal,Universal,N/A,SAMSUNG ELECTRONICS CANADA,EB-B800BUBECCA,6.29018E+11,CAD,$39.99,$39.99
NBTS1149,SONIM REPL BATTERY XP5560 1520 5500,SONIM PILE REPL XP5560 1520 5500,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Sonim,Universal,Universal,N/A,SONIM TECHNOLOGIES INC,7.27908E+11,7.27908E+11,CAD,$49.99,$49.99
NBTS1150,SONIM REPLACEMENT BATTERY XP5560IS,SONIM PILE REMPLACEMENT XP5560IS,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Sonim,Sonim,XP5560IS,N/A,SONIM TECHNOLOGIES INC,7.27908E+11,7.27908E+11,USD,$274.99,$274.99
NBTS1151,HUAWEI Y210 BATTERY,HUAWEI Y210 PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Huawei,Universal,Universal,N/A,HUAWEI,24021191,6.29018E+11,USD,$14.99,$14.99
NBTS1152,GS3 MINI BATTERY,GS3 MINI PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Universal,Universal,N/A,SAMSUNG ELECTRONICS CANADA,EB-B450BUBECCA,6.29018E+11,CAD,$39.99,$39.99
NBTS1154,SAMSUNG S5 GS5 ACTIVE  BATTERY,SAMSUNG S5 GS5 ACTIVE PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Samsung,Galaxy S5,N/A,SAMSUNG ELECTRONICS CANADA,EB-BG900BBUGCA,6.29018E+11,CAD,$39.99,$39.99
NBTS1154B,SAMSUNG GS5 BATTERY BULK,SAMSUNG GS5 BATTERY BULK,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Samsung,Galaxy S5,N/A,SAMSUNG ELECTRONICS CANADA,EB-BG900BBUGCA,-,CAD,$39.99,$39.99
NBTS1155,ALCATEL A392A PILE,ALCATEL A392A PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Alcatel,Alcatel,A392A,N/A,ALCATEL ONE TOUCH,CAB3120000C1,6.29018E+11,CAD,$19.99,$19.99
NBTS1156,HUAWEI Y330 BATTERY,HUAWEI Y330 PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Huawei,Huawei,Y330,N/A,HUAWEI,24021218,6.29018E+11,USD,$14.99,$14.99
NBTS1157,SS GALAXY NOTE 4 BATTERY,SS GALAXY NOTE 4 PILE GROS,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Universal,Universal,N/A,SAMSUNG ELECTRONICS CANADA,EB-BN910B,6.29018E+11,CAD,$29.99,$29.99
NBTS1158,BATTERY – HTC DESIRE 510/HTC DESIRE 320,PILE – HTC DESIRE 510/HTC DESIRE 320,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,HTC,Universal,Universal,N/A,HIGH TECH COMPUTER CORP,99H11742-00,8.21793E+11,CAD,$14.99,$14.99
NBTS1159,NOKIA LUMIA 830 PILE,NOKIA LUMIA 830 PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Nokia,Universal,Universal,N/A,MICROSOFT MOBILE CANADA INC,670727,6.29018E+11,CAD,$24.99,$24.99
NBTS1161,SAMSUNG GALAXY ALPHA BATTERY,SAMSUNG GALAXY ALPHA PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Universal,Universal,N/A,SAMSUNG ELECTRONICS CANADA,EB-BG850BBUCCA,6.29018E+11,CAD,$29.99,$29.99
NBTS1162,NOKIA LUMIA 635 BATTERY,ALCATEL POP ICON PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Nokia,Universal,Universal,N/A,NOKIA,CAB2000013C2,6.29018E+11,USD,$12.99,$12.99
NBTS1163,NOKIA LUMIA 635 BATTERY,NOKIA LUMIA 635 PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Nokia,Universal,Universal,N/A,NOKIA,BL-5H,6.29018E+11,USD,$19.99,$19.99
NBTS1163B,NOKIA LUMIA 635 BATTERY BULK,NOKIA LUMIA 635 PILE GROS,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Nokia,Universal,Universal,N/A,NOKIA,BL-5H,,CAD, - , - 
NBTS1166,NETGEAR 763S 785 BATTERY,NETGEAR 763S 785 PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Netgear,Universal,Universal,N/A,NETGEAR,5200056,6.29018E+11,CAD,$29.99,$29.99
NBTS1167,SAMSUNG GRAND PRIME BATTERY,SAMSUNG GRAND PRIME PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Universal,Universal,N/A,SAMSUNG ELECTRONICS CANADA,EB-BG530BBUCCA,8.87276E+11,CAD,$29.99,$29.99
NBTS1167B,SAMSUNG GRAND PRIME BATTERY BULK,SAMSUNG GRAND PRIME PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Samsung,Grand Prime,N/A,SAMSUNG ELECTRONICS CANADA,EB-BG530BBUCCA,8.87276E+11,CAD,$29.99,$29.99
NBTS1168,LG G4 REPLACEMENT BATTERY,LG G4 REPLACEMENT PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,LG,LG,G4,N/A,LG ELECTRONICS CANADA INC,EAC62858501.AETC,6.29018E+11,CAD,$39.99,$39.99
NBTS1168B,LG G4 REPLACEMENT BATTERY BULK,LG G4 REPLACEMENT BATTERY BULK,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,LG,LG,G4,N/A,LG ELECTRONICS CANADA INC,EAC62858501.AETC,,CAD, - , - 
NBTS1169,LG G3 BATTERY,LG G3 BATTERY PILE,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,LG,Universal,Universal,Black,LG ELECTRONICS CANADA INC,EAC62378701 & EAC62378801,8.80608E+12,CAD,$45.00,$45.00
NBTS1169C,LG G3 BATTERY REPLACEMENT,LG G3 BATTERY PILE Replacement,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,LG,Universal,Universal,Black,LG ELECTRONICS CANADA INC,EAC62378801,6.29018E+11,CAD,$45.00,$45.00
NBTS1169CB,LG G3 BATTERY REPLACEMENT BULK,LG G3 BATTERY PILE Replacement Bulk,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,LG,Universal,Universal,Black,LG ELECTRONICS CANADA INC,EAC62378801,,CAD,$45.00,$45.00
NBTS1170,TELUS SAMSUNG J1 BATTERY,TELUS Samsung J1 pile de recharge,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Samsung,Galaxy J1,,SAMSUNG ELECTRONICS CANADA,EB-BJ120CBUGCA,8.87276E+11,CAD,$34.99,$34.99
NBTS1171,TELUS SAMSUNG J3 BATTERY,TELUS Samsung J3 pile de recharge,ZZ,08 - TELUS Non-Accessories,Replacement Part,Battery,Samsung,Samsung,J3,,SAMSUNG ELECTRONICS CANADA,EB-BG530CBUGCA,8.87276E+11,CAD,$34.99,$34.99
NBTS3000,ZTE MF275R STATION TURBO,ZTE MF275R STATION TURBO,ZZ,08 - TELUS Non-Accessories,Replacement Part,Battery,ZTE,ZTE,Universal,,ZTE,Li3723T42P3h704572,6.29018E+11,CAD,$0.00,$0.00
NBTS3001,SONIM BATTERY XP5,SONIM BATTERIE XP5,ND,08 - TELUS Non-Accessories,Replacement Part,Battery,Sonim,Sonim,XP5560IS,,SONIM TECHNOLOGIES INC,96962271954,96962271954,CAD,$77.95,$77.95
NBTSZTEMF279BK,ZTE MF279 HUB REPLACEMENT BATTERY,ZTE MF279 HUB REPLACEMENT BATTERY,ZD,08 - TELUS Non-Accessories,Replacement Part,Battery,ZTE,ZTE,Hub,,ZTE,80401307176,6.29E+11,CAD,,
